loss,id
5303.51577349,1433
1026.40627884,1438
1162.79836726,1444
1357.63191241,1446
1112.28633849,1450
804.111065606,1451
1763.35828068,1454
2258.70364219,1458
2939.56455964,1461
5461.88999838,1464
1118.9357112,1465
1894.44517627,1478
1639.69601237,1479
2676.34762924,1480
2164.3608806,1484
987.488819697,1486
931.258631338,1488
3460.86279061,1489
1098.67540002,1491
2694.51707143,1507
1937.04975947,1515
2735.88437971,1519
1942.69760806,1528
1090.1018819,1529
2883.79441135,1530
1161.64042795,1532
1600.30102247,1541
3505.06550585,1542
1376.13364778,1547
1189.91020162,1549
2463.95133865,1553
2844.96218693,1554
1431.56322582,1555
1563.57757771,1559
1379.64942997,1565
1132.2489632,1568
3355.99734062,1576
875.643941554,1579
1072.4613551,1592
3050.84238794,1596
956.1320641,1605
1546.94037958,1607
1984.45986912,1612
3222.82419867,1617
2283.16163649,1619
7499.6686681,1620
2055.88320524,1624
1472.64235322,1627
1913.89679579,1633
1267.42651871,1636
1265.67771651,1639
4014.90037876,1640
1010.39374034,1644
1532.10200434,1646
2690.6855943,1647
1306.65670876,1654
2846.23672747,1655
6024.15232893,1664
2074.88437685,1665
5250.64672359,1667
1117.13206614,1669
1754.48367196,1678
2477.63360995,1682
1111.94758525,1689
2680.17868648,1690
5099.20989264,1693
878.528291791,1695
2155.59350497,1705
2323.68516317,1706
1864.17221536,1708
2065.64453498,1716
8692.17044388,1720
1638.73086598,1722
4336.83052313,1749
1868.03826337,1750
5995.59861776,1751
2783.55180633,1760
4814.83931526,1763
1686.23681255,1770
2037.08657201,1777
4831.88074969,1785
1325.33828,1791
4078.00831893,1794
1410.26419036,1800
1335.64782756,1816
1268.46547316,1817
3184.60489771,1821
1369.95237002,1836
1791.7482993,1838
2340.55457987,1851
2760.22820986,1852
2331.72554216,1854
904.491063626,1856
766.114663371,1865
1064.22400555,1872
712.708240949,1878
1012.67713227,1880
1395.62776179,1881
1858.26904871,1882
870.897874174,1886
1466.83846993,1892
2081.32053811,1894
2407.17561185,1898
2901.04875366,1899
1119.14346351,1902
3890.8145975,1903
1141.63581151,1906
2375.77380683,1910
1821.25759609,1911
3158.71362063,1914
3491.21060066,1929
1425.17918173,1932
1074.20715159,1952
1224.19167357,1959
1461.30357937,1960
3586.90974608,1976
2858.91351144,1980
2101.77604475,1981
2117.4938968,1987
1478.6222916,1994
1514.37108952,2000
2251.60906842,2008
2387.82652845,2011
5044.35354015,2012
1797.72054066,2019
3236.95738288,2022
6813.58745418,2024
989.458723889,2028
3640.12389135,2030
6913.7514365,2031
1828.5233817,2047
1064.33745647,2049
1536.79264163,2050
4598.49533589,2051
1598.18104176,2056
1204.43615944,2057
2394.00576802,2059
3530.96105787,2069
2186.18193493,2085
1078.39550432,2089
1498.87494873,2090
2563.3345459,2101
2507.75519262,2114
1366.83518168,2115
1236.41560295,2118
2269.17439353,2119
1472.66559845,2125
3223.02800424,2128
1545.2210193,2129
1722.1787523,2132
2207.79253939,2133
836.889240043,2135
1746.80935263,2136
1254.02054744,2143
1140.10469028,2144
2867.58471563,2145
2542.39692634,2152
2888.49790703,2160
1579.60113703,2166
1192.52254081,2169
1787.36313362,2170
1656.06398746,2172
2075.21397763,2181
1874.05734813,2183
3000.33718438,2185
2477.78312747,2188
2015.86704488,2189
4740.81662553,2194
1453.51230802,2202
2654.38856367,2208
1896.34371146,2227
5731.21972785,2230
2670.37587319,2235
1635.84731418,2236
7261.25535108,2244
1479.09846886,2248
1395.78591781,2252
1690.92048952,2254
5641.97133085,2260
1862.99995511,2263
1508.17888847,2274
1009.0446492,2277
6383.31501602,2279
11226.5764376,2280
2910.41621962,2283
780.387859118,2284
3508.42921757,2288
1925.60913695,2292
5131.86368506,2295
1208.7376867,2296
2425.60005811,2299
4867.15929504,2315
1277.71535248,2318
10298.3610014,2329
1335.58777757,2337
1148.14225462,2340
1582.32150519,2342
3253.26775163,2347
4061.68936957,2349
1279.60174801,2354
2584.90718111,2361
1490.95604734,2370
3184.0471024,2378
3842.97329203,2382
1314.54387387,2387
1928.13689807,2389
1483.16269534,2394
1864.32660632,2396
2649.09905966,2400
2814.80849786,2407
1117.30398764,2414
1927.94611136,2415
2150.72381382,2421
1854.88210764,2427
2284.22870852,2428
2686.69492057,2430
2317.87034801,2435
5249.64669767,2445
1598.95027087,2446
1407.09692078,2447
1962.4598708,2449
1822.8644796,2451
13663.9415072,2458
9958.71387366,2462
2742.12956372,2463
2465.51522762,2467
5620.45052004,2471
2755.33696428,2475
2993.96625097,2478
4712.44595271,2483
1229.73194681,2485
1224.27895663,2487
766.646677348,2494
1628.39333422,2497
1405.78773642,2499
1775.64696668,2503
2969.7443406,2513
1893.85522207,2515
1532.69439603,2522
1519.8871365,2523
2714.57014311,2528
4547.75282555,2532
1176.09727865,2536
1572.03174466,2538
1001.80728719,2539
2552.91416588,2540
5190.16422751,2545
1092.50700112,2548
1038.62008447,2549
2296.99177066,2553
1561.56981282,2563
2634.50746008,2566
1432.00768019,2574
2100.49664622,2575
2590.16461158,2584
2323.62972589,2588
1019.93492525,2589
1892.02887289,2592
1377.09782955,2596
1599.04230449,2598
971.762508368,2602
1760.20919246,2603
2296.85648766,2607
1574.15413012,2609
4867.28993148,2611
1539.63997577,2627
1984.20179906,2628
3453.85325522,2630
2209.25972302,2633
6114.37750324,2636
980.384874047,2640
1101.65441236,2641
4467.65177062,2657
912.497585078,2659
1167.9927796,2662
1772.52424326,2663
2081.20109267,2667
844.74043265,2670
2144.4017007,2682
3167.67138659,2694
6334.25237509,2699
2895.1623365,2700
5500.80825307,2703
2200.91816125,2708
970.34932987,2714
1210.85443437,2725
1121.71409562,2726
1405.79639561,2727
2228.73983945,2732
5875.05502759,2733
5216.18424803,2736
2329.20797557,2745
1329.49117672,2760
1822.93884793,2764
5980.40691461,2765
669.839224098,2766
1891.97493687,2775
1612.23635065,2783
1272.40720443,2784
2294.71703142,2786
1232.43933505,2801
1528.31203113,2803
5379.53510433,2813
6790.3125704,2815
1857.00038873,2816
3102.45487552,2818
2609.37533624,2819
1153.19478067,2822
1939.96434181,2825
1563.60253532,2826
1668.41453587,2830
1275.86087155,2834
5653.65510527,2835
2293.42616731,2856
6044.39678723,2873
5406.50095414,2886
2516.02773846,2892
925.626039312,2896
1198.1614703,2897
2112.60701454,2899
1161.28508915,2901
5189.00101149,2909
2567.6846365,2914
1071.57405888,2915
2246.08838319,2916
964.08968031,2919
2941.06962633,2926
1950.39571492,2927
1582.74709597,2933
2998.83354684,2934
1976.16090522,2941
1680.8304009,2942
2545.20540282,2946
1528.91603302,2949
1909.76060845,2952
10163.9935588,2957
1911.12566601,2962
1058.56688741,2963
1848.08983572,2965
6167.66063531,2966
2418.15122193,2971
775.602569973,2975
975.876081134,2979
9130.87117413,2985
2367.18692038,2995
1214.6742386,2996
4019.36247686,3001
2357.81313685,3007
982.935872466,3008
3386.57547728,3014
11065.3859933,3017
1270.48537488,3021
2173.63803602,3025
904.182398602,3026
2350.78767383,3034
2442.9655093,3035
2793.58776744,3044
2776.34462003,3046
5983.89375486,3047
3335.86029802,3057
6045.58237652,3059
4268.79632931,3063
1484.57159969,3065
2461.3539113,3067
1490.62976569,3069
3515.63380224,3076
1254.53261884,3086
2102.00457322,3088
1765.65689725,3090
2808.81856814,3096
1152.06010774,3100
2085.00925059,3102
2020.47598051,3103
1207.79300249,3107
1275.89413171,3118
4902.73461111,3120
1843.41467614,3123
1184.28513436,3128
1594.44846057,3132
1413.46419106,3140
2567.17559712,3152
2491.40204031,3165
1614.23721004,3183
1092.49576364,3190
1770.52880411,3197
1305.25787868,3201
1830.7257368,3203
2432.01909779,3214
2199.46250616,3219
1457.71424784,3220
3977.60675127,3221
1716.35363759,3229
1092.67823077,3234
3434.20014014,3235
2035.99916264,3240
1395.66241487,3241
1831.96961637,3249
1003.84011484,3254
3836.35324532,3264
1904.93460027,3266
1031.54849873,3270
1734.83643239,3282
1663.59673866,3285
1299.41628345,3289
1563.92989688,3291
2044.66671369,3295
885.537489129,3299
1412.96522888,3302
6024.27893151,3303
3196.93978814,3308
3445.60874741,3309
2357.48659205,3324
5011.02474251,3327
3513.51832907,3330
1233.38040058,3335
2325.21740003,3339
2571.04173668,3340
1538.88019828,3343
2874.65326763,3350
1507.38720448,3353
8414.86531216,3356
2995.88164435,3361
968.20792255,3368
1476.66482082,3376
1066.67080993,3381
2591.81474207,3383
2619.374881,3397
2144.87207465,3403
1694.19660565,3405
1331.16986226,3410
2547.1513434,3412
2855.95126095,3416
1540.93327419,3417
2713.26819911,3423
6047.12082207,3427
3359.97347973,3435
1239.47399404,3439
2374.82225973,3441
1355.08750058,3450
1210.06131845,3453
1361.2998076,3454
8215.27711255,3458
1703.95531032,3459
3555.90432241,3467
5076.38584563,3469
917.455011205,3477
7687.15538276,3478
995.593142087,3482
4856.08994621,3484
2327.9960982,3506
7979.21318893,3515
3260.90307891,3522
1414.86349731,3523
1370.42873317,3526
1798.36542499,3532
1839.73815751,3534
1256.22486511,3537
1064.40287715,3539
5041.9823366,3542
1102.32366498,3545
1514.42731231,3552
1420.36363329,3554
1998.23436975,3573
1266.90099745,3576
2954.20548647,3577
1448.46565458,3580
1105.60017976,3583
1522.20132162,3584
1215.10287761,3609
4618.34520394,3613
2055.92598331,3623
3009.33242161,3624
7377.91715555,3638
2259.85309351,3642
2312.00936676,3643
1432.62549657,3647
1885.65587259,3653
4002.9897092,3654
1512.75200543,3656
914.926456697,3658
3893.23261164,3659
5982.61775617,3663
2864.27286841,3664
878.752872069,3666
1397.36505779,3681
2734.69412184,3689
3054.291003,3694
1477.36577109,3695
1435.7110128,3699
1916.07750063,3701
3686.66458473,3704
1411.76710404,3721
3327.38531978,3726
2708.76643212,3727
2437.92403001,3729
4187.39821727,3731
1449.21838022,3738
2520.81375797,3740
1710.79150409,3744
1133.42894299,3757
1046.46986074,3758
1732.53087089,3778
3511.8381594,3781
5978.5831483,3790
1147.9619198,3796
7313.10343424,3798
1306.53079443,3804
1139.14670915,3813
1152.29014478,3814
2781.11377256,3815
2096.33965135,3818
2807.84307421,3823
6917.10460401,3826
1387.79136715,3831
3713.41324016,3834
2657.91195074,3835
2396.85705352,3849
2880.54945019,3850
2204.72149033,3855
2656.30645547,3864
1959.71343393,3867
1186.75421641,3871
1798.21622537,3879
2563.28787326,3880
3968.37812729,3882
9295.04244599,3884
1773.28373609,3893
1933.67621118,3895
2732.88091243,3901
1031.856463,3903
1615.61359799,3913
2105.12175003,3921
2426.47371635,3929
946.557666649,3947
1978.59739865,3962
1006.12686711,3963
1690.42236035,3966
1678.39445728,3975
6726.01260222,3976
2874.53667737,3977
1162.92552126,3978
958.244168373,3979
1860.64745663,3983
888.795288752,3985
7930.46279278,3989
2018.41030493,3992
2136.37249299,3995
2253.78232961,4008
1789.73452609,4013
2018.50387447,4029
2895.18738229,4035
2024.89458602,4040
954.990502469,4048
2024.89313705,4060
1243.04883229,4066
922.85801162,4075
2445.81894818,4079
1161.94845489,4083
1900.3364863,4091
6655.94263225,4092
2969.20945443,4093
3313.8205428,4098
1445.00184863,4108
884.94056522,4109
3067.22171892,4110
2254.95845805,4116
1683.72643324,4129
3978.9278061,4130
2069.45372952,4140
1839.49047876,4146
3542.09529826,4150
7439.12013917,4151
1440.10201112,4153
5974.77500522,4169
2065.3023722,4170
1598.34220647,4179
4420.46380956,4183
3473.33340452,4188
1555.27575475,4190
1766.31425592,4193
8065.20552411,4201
1490.01303524,4205
2395.72880295,4210
1970.52926116,4226
1894.76042555,4229
2913.82568455,4241
1364.83078163,4242
3720.78399391,4257
783.232010579,4258
2459.24474818,4260
5476.03486486,4263
862.621963355,4267
2149.0032098,4273
1823.98752478,4274
1245.2995471,4277
1583.35603482,4281
4410.41009033,4283
2833.68949314,4293
1435.82655605,4294
2941.31073814,4305
2825.84349637,4307
1603.29854722,4318
2303.84112146,4325
4839.32318036,4327
2968.83086708,4332
3859.7317137,4335
3692.74974084,4336
792.238128341,4337
3993.84042987,4339
1559.67659471,4343
941.928562138,4346
1624.49668288,4348
3612.71465087,4350
2427.9563768,4358
2361.77382455,4359
1803.09745623,4363
3921.95544796,4366
1033.92668883,4374
2245.03045352,4375
1145.69848035,4377
3437.39449723,4393
2475.72726545,4395
1092.74831398,4400
6635.02620449,4402
8883.11075722,4404
2409.72690524,4415
2088.94410888,4418
1339.18441156,4422
1244.43071113,4430
1976.57238729,4432
1297.23927021,4433
5434.96805212,4435
1741.04707661,4438
1683.95576523,4444
2315.08378805,4447
5057.98748956,4451
1781.09005829,4452
1489.98502687,4457
3978.22027233,4459
1473.9623142,4469
9052.69542086,4471
1161.0951105,4486
2445.37135632,4488
1323.64598556,4510
1024.078464,4515
5021.78913502,4527
1155.5538501,4530
887.293877725,4534
3944.7527894,4535
1321.6323676,4536
3017.57600391,4548
1696.15687345,4549
6274.63307347,4551
2673.7785145,4556
805.343699743,4559
1452.94392279,4564
4105.01777043,4570
6973.20922824,4575
3056.76084591,4584
2765.59246149,4585
1988.22471573,4591
2466.51701866,4592
1840.95722362,4593
1257.90510711,4594
1265.95091039,4598
2411.81342123,4607
1021.59770908,4608
2067.29036065,4620
3201.39525625,4621
3316.34104783,4625
3459.60237847,4635
5136.55357702,4638
2617.09237556,4652
1861.27042356,4657
1725.56646256,4658
5839.40381204,4666
1355.71451177,4672
2946.00339247,4676
1171.67008601,4680
5838.27930199,4681
3014.09399863,4683
1255.42902389,4684
2681.35444647,4689
3069.93839064,4690
1951.3314626,4692
1873.44817209,4697
1704.28918436,4700
13872.5299099,4705
1953.43124155,4721
1785.75541911,4726
1090.08782573,4729
4847.19473105,4731
2176.85362506,4736
1694.17980328,4739
1786.77339721,4740
1149.6417546,4753
2397.3514908,4754
4366.76885497,4755
1107.73209546,4756
1745.1385569,4759
1264.77430776,4764
2806.56688177,4771
1960.18094519,4772
862.137187185,4776
2662.18153098,4780
1933.30008813,4784
1349.14662743,4786
3441.51435524,4787
993.952606913,4789
1895.46744083,4794
1816.80825658,4800
2554.13148729,4807
8263.96652418,4813
2223.48893995,4818
11627.8936709,4823
1949.619517,4824
2351.38781437,4829
1050.09545749,4830
2304.79769088,4835
1624.69190247,4844
2045.28477436,4845
2468.74517051,4846
922.419702434,4847
2271.93196758,4854
3147.60658596,4857
983.560344267,4861
1501.15123727,4863
2633.05442955,4866
3712.77477937,4869
1378.59021874,4871
2259.36597101,4872
2547.41852469,4875
8040.03218381,4877
998.171974344,4878
1618.30074841,4885
1449.64760152,4886
3999.64406458,4888
1240.97589257,4890
1080.10391691,4896
2261.81934893,4899
733.446454655,4913
1905.28448842,4916
3964.23433972,4920
2791.65819078,4925
2138.85560913,4934
2548.49812662,4941
1615.07501982,4946
2722.10763877,4954
1280.67124824,4956
4514.73949702,4958
1274.76638934,4965
1195.6134562,4966
2617.08939735,4970
2002.01773117,4977
2231.41434744,4980
1717.45880314,4984
1075.69623804,4995
2877.40858563,4997
2035.19020114,4999
3716.35977596,5005
1706.53520504,5011
2393.16119001,5015
2483.12524813,5016
2421.05891631,5019
2053.24709132,5024
2066.02558384,5030
1595.98084324,5031
2149.67604237,5034
9610.61736698,5047
2306.66175652,5048
1429.30168168,5052
2050.96286533,5061
7837.86979854,5062
3492.54620187,5067
3897.29714737,5068
1361.5584064,5077
1709.97666514,5079
3133.74449415,5090
2149.49032709,5094
2075.60542414,5103
975.565717816,5104
1955.15714222,5106
2232.72302841,5107
1233.64961148,5110
1802.81775968,5114
4420.41636445,5116
6006.8538732,5121
2652.45564226,5122
1049.97898729,5124
3495.05062709,5132
1830.4742547,5133
2143.66397532,5138
2489.37538641,5143
1494.47028215,5153
1883.39048762,5154
981.38560274,5155
1734.82006014,5160
3943.21957017,5169
3468.64829022,5172
3085.27202131,5173
984.480365693,5179
3098.92101157,5182
1153.50702075,5187
3089.90070208,5192
1418.26482531,5211
3257.95259832,5213
916.338679464,5219
2857.13649746,5225
1225.76146874,5226
4737.80858466,5227
1630.56263916,5228
3728.54674666,5239
1434.76823563,5241
2244.69788456,5244
4274.06879948,5248
1269.41648701,5260
1161.80747329,5266
1906.23169386,5273
7758.81141342,5280
3128.63864079,5298
1093.97788443,5300
3404.24003704,5306
1347.0000613,5307
4204.1924801,5311
1254.02638767,5316
857.37119433,5323
1645.21145104,5332
1568.31130371,5336
1131.53761823,5338
2674.42167831,5342
1352.34452519,5347
4089.07992928,5355
2018.77377461,5357
1441.89093525,5362
1207.20401935,5363
1020.15517302,5364
2135.02876088,5366
5208.22521798,5374
830.892141812,5375
2754.49772546,5379
2183.80150306,5380
871.716341568,5383
1476.60395283,5385
1848.23713781,5390
4352.73582677,5393
2093.71612023,5398
2860.80638238,5411
866.555141466,5414
1335.20645703,5429
9003.32677223,5432
1337.95181756,5436
4585.90568752,5437
1120.52385315,5439
3113.55965651,5440
1536.43492686,5449
1241.90137439,5458
980.323783171,5460
1414.77033331,5462
2262.83469329,5463
2365.16574221,5465
3347.46342449,5467
2516.04544142,5475
1930.93012305,5483
1285.94818837,5485
1408.40501647,5489
2733.93146828,5493
873.766715213,5497
1393.11092829,5501
1330.0098186,5506
1477.93543386,5507
2877.57319823,5510
4653.34452913,5524
1279.83254501,5531
3186.96194722,5542
1606.10797594,5543
3482.72289063,5544
1751.14953759,5552
2443.96641634,5560
4101.23862108,5563
2654.31682606,5573
1139.13890128,5579
2760.20461275,5584
9668.48790117,5585
1491.03944981,5594
1947.92522097,5595
1839.63879423,5597
1363.75799847,5598
1587.58487804,5604
1468.4846056,5606
976.116148139,5610
4445.85926002,5615
1415.3899191,5631
1329.49506713,5637
1590.85148444,5646
3257.68323232,5656
9724.75691054,5658
1466.63731203,5666
2523.71821343,5668
1367.88284982,5673
1236.33653651,5680
2319.53531605,5691
7344.6892624,5692
2074.68450927,5693
2927.2016671,5697
1758.39191334,5698
1894.10108234,5700
1878.51355668,5704
1953.18857488,5705
1664.88268058,5707
879.91347224,5710
1015.77498235,5716
1440.7926652,5720
2571.75268942,5722
1864.86922626,5727
1345.88976634,5733
2518.08293784,5737
3844.41153892,5742
965.999784063,5747
2344.41171977,5760
1519.5914096,5774
4839.5223864,5788
1865.88774702,5796
1485.47143641,5797
2510.75551366,5800
1532.99663065,5812
1294.58327682,5814
1253.52940067,5818
3691.44105127,5819
3967.87382156,5823
2367.10231291,5826
1545.43114896,5830
1621.22132032,5831
2344.11752045,5846
1905.27527696,5864
726.021952417,5869
3583.34113508,5870
1566.14332103,5879
8203.05660777,5883
1469.47008509,5886
4385.94986878,5889
2228.96816887,5904
1142.05324153,5905
2694.17409118,5910
2019.98073777,5911
1760.77606148,5914
1630.29126705,5915
1194.94586213,5920
1950.23273357,5925
1587.61169443,5926
2787.90256404,5934
2933.15336083,5939
1047.44913019,5941
997.257553093,5943
3492.13258623,5949
1780.18984358,5961
4426.94927011,5965
2442.39571261,5966
765.058853691,5969
2261.06669429,5970
2860.22447446,5978
2590.17339162,5979
1518.09322543,5983
5962.9790402,5985
1110.40961223,5989
1344.74218421,5997
2065.66421723,6004
3904.89318749,6010
1546.02393935,6013
1595.4740721,6019
1398.42854146,6020
1180.78550006,6032
4522.03455438,6036
5278.60689759,6037
1850.8577513,6039
1839.65077398,6050
1587.27689805,6051
3916.99793327,6053
1756.29803535,6057
1333.72901829,6059
4070.02908004,6067
1236.56679695,6068
1428.97953157,6075
916.34909797,6078
4185.85208301,6079
3642.32730399,6080
4210.31596706,6082
1330.862913,6084
2448.37219006,6091
1429.8526879,6092
5199.19079665,6093
1620.89488219,6096
1589.47588644,6102
1813.39085693,6105
1628.26487033,6116
928.240275226,6122
1075.61120694,6126
3255.51030149,6131
4208.65228404,6140
1204.27470806,6141
1003.98323257,6146
2397.34354201,6147
2828.14704225,6157
1918.22428077,6162
2252.77332007,6163
1885.0262658,6165
5545.53939065,6170
1862.67074074,6208
3685.85572911,6216
1552.52066858,6218
2343.88542783,6223
2121.07855619,6224
2082.17509476,6227
10315.6844667,6240
1531.19587049,6241
1336.17145855,6246
4322.62802827,6248
1312.20022291,6249
1609.63361073,6255
2758.122881,6261
8000.75182453,6262
1403.54931273,6269
2175.00047873,6271
2802.99514776,6278
1563.49997553,6284
1418.10129533,6285
1166.53109299,6287
2142.11750661,6288
2175.33998762,6291
1036.8620466,6296
3110.32553527,6297
1745.63238395,6304
2723.64350537,6309
1149.35360357,6310
2453.23358637,6311
1199.34237907,6316
1579.93495679,6319
9304.03031414,6332
6522.16431027,6335
1278.32264898,6336
1173.86584976,6341
1301.7719582,6359
1553.94140003,6369
842.446874879,6375
3517.01396148,6378
3267.84235521,6380
9592.16743808,6385
7877.4923522,6387
2943.53829034,6391
851.206944248,6392
2311.79057653,6393
902.840040218,6400
2411.40134707,6411
2250.32559679,6415
2382.1884344,6416
2381.91785501,6419
1427.99781594,6421
2324.33728742,6432
1598.30217677,6438
993.649152664,6444
1444.10924646,6445
1363.84747703,6446
7407.82433889,6448
1257.31060525,6452
2147.67463037,6459
3641.58162555,6470
954.200739443,6475
2523.942476,6484
2529.52864008,6492
1626.08653387,6502
1150.41758212,6505
1926.54916018,6506
1892.96143309,6513
3116.18674502,6514
5493.13771441,6524
808.10033798,6525
1630.03773686,6528
7321.85426966,6529
1842.34741162,6531
1863.20245978,6538
2775.39089615,6541
2608.82259708,6546
922.205327871,6553
768.175428779,6563
1904.38038536,6567
5673.60121728,6586
2533.38518175,6588
4218.62888692,6589
3158.94595261,6591
1109.76215569,6596
1473.37561179,6607
9815.59922645,6613
2043.55117865,6615
1218.75363972,6625
3197.99953564,6629
2517.18993433,6630
1515.90831999,6632
954.688861167,6640
3279.34107241,6645
2129.02812459,6648
1432.37379858,6656
2499.55914225,6658
1677.28761298,6661
1746.69250962,6663
3547.38814224,6665
1717.52917276,6673
1937.54917599,6676
1269.84147263,6681
1738.24444641,6683
897.080463415,6684
1182.04171639,6695
1523.93146141,6697
2784.37393407,6700
1144.1474447,6702
1278.21215643,6703
3309.0691468,6704
4057.18980741,6712
4419.23697404,6716
1236.46179397,6723
3758.19329081,6733
2007.03651632,6734
3239.61667463,6739
666.444766323,6743
1707.65991678,6746
1345.49435509,6756
1572.30788171,6758
1505.35948217,6765
2350.38135969,6772
